validdate,pm10:ugm3,pm2p5:ugm3,pm1:ugm3,so2:ugm3,no2:ugm3,t_2m:C,co:ugm3,wind_speed_10m:ms,relative_humidity_2m:p,precip_1h:mm,sfc_pressure:Pa,global_rad:W,WeekDay
2018-01-01T00:00:00Z,283.783,211.181,163.836,66.289,57.537,4.5,1609.397,2.2,82.4,0,102877.4,134.6,Monday
2018-01-01T03:00:00Z,212.158,159.132,103.788,21.709,10.094,9.4,517.052,2.3,47.3,0,102887.7,546,Monday
2018-01-01T06:00:00Z,143.17,112.501,62.357,13.29,5.727,9.7,299.315,3.3,41.1,0,102659,441.2,Monday
2018-01-01T09:00:00Z,168.195,136.288,79.64,33.544,30.23,5.4,378.875,2,71.5,0,102637.8,0,Monday
2018-01-01T12:00:00Z,193.195,153.066,101.229,55.23,49.599,2.9,534.088,3.1,88.3,0,102714.9,0,Monday
2018-01-01T15:00:00Z,173.359,133.677,95.638,72.716,57.185,5,603.454,2.6,86.3,0,102754.6,0,Monday
2018-01-01T18:00:00Z,105.199,80.851,56.615,46.825,40.989,6.5,425.82,2.7,81.4,0,102737,0,Monday
2018-01-01T21:00:00Z,98.889,75.55,53.835,41.086,36.951,7.9,409.544,2.7,77.9,0,102602.6,0,Monday
2018-01-02T00:00:00Z,112.814,85.137,63.624,37.359,33.254,9,432.809,3.2,77.2,0,102658.1,68.4,Tuesday
2018-01-02T03:00:00Z,54.254,42.313,26.391,10.161,6.046,13.6,214.579,4,59.3,0,102601.8,302.5,Tuesday
2018-01-02T06:00:00Z,77.206,58.524,42.904,20.793,16.77,14.3,274.708,2.8,58.2,0,102396.3,148.7,Tuesday
2018-01-02T09:00:00Z,84.295,62.852,48.926,24.931,22.8,10.9,301.811,4,77.1,0,102408.3,0,Tuesday
2018-01-02T12:00:00Z,68.823,51.594,38.027,21.812,17.797,10.6,255.746,4.2,82,0,102492.9,0,Tuesday
2018-01-02T15:00:00Z,79.63,59.587,44.007,30.944,26.09,10,297.067,4,89.4,0.35,102594.1,0,Tuesday
2018-01-02T18:00:00Z,74.243,56.018,39.193,25.969,22.612,9.4,276.258,5.5,90.3,0.69,102670.8,0,Tuesday
2018-01-02T21:00:00Z,67.226,51.929,31.13,15.901,12.232,8.8,231.426,6.8,89.5,0.53,102726.2,0,Tuesday
2018-01-03T00:00:00Z,73.688,56.846,33.543,14.156,11.124,8.1,267.562,6.7,84,0.29,102846.7,8.8,Wednesday
2018-01-03T03:00:00Z,48.637,34.578,24.666,14.155,11.136,8.4,320.802,7.1,85.3,0.23,102980.9,40.8,Wednesday
2018-01-03T06:00:00Z,57.549,40.494,28.995,15.645,11.941,7.6,297.33,7.1,79,0.12,102838.1,37.8,Wednesday
2018-01-03T09:00:00Z,65.004,45.306,32.923,16.627,13.235,6.1,248.209,6.2,85.7,0.45,102928.6,0,Wednesday
2018-01-03T12:00:00Z,54.396,36.877,27.136,16.337,12.467,5.4,217.23,6.5,85.4,0.39,103058.8,0,Wednesday
2018-01-03T15:00:00Z,46.951,31.814,23.722,15.962,12.349,5,216.203,5.6,85.8,0.78,103025,0,Wednesday
2018-01-03T18:00:00Z,40.068,27.073,20.264,15.372,12.09,4.3,219.838,6,89.2,1.49,102980.8,0,Wednesday
2018-01-03T21:00:00Z,37.099,25.207,19.204,14.338,11.944,4.4,223.655,5.6,89.8,1.84,102811.3,0,Wednesday
2018-01-04T00:00:00Z,34.663,23.77,18.503,13.741,11.863,4.7,224.602,5.5,89.4,1.74,102819.5,9.2,Thursday
2018-01-04T03:00:00Z,33.308,23.278,18.852,13.443,11.24,5.7,223.491,4.7,87.5,1.23,102657.8,35.6,Thursday
2018-01-04T06:00:00Z,41.461,29.268,24.197,15.425,13.192,5.8,232.335,4.9,88.7,1.21,102316.2,28.9,Thursday
2018-01-04T09:00:00Z,41.489,29.337,24.34,17.263,14.889,5.9,237.577,5,88.3,1.02,102269.1,-0.3,Thursday
2018-01-04T12:00:00Z,43.837,30.862,25.493,20.623,16.972,6,250.237,4.8,88.2,1.2,102315,0,Thursday
2018-01-04T15:00:00Z,44.517,31.26,25.939,23.946,18.871,4.9,259.821,5.8,89.5,1.19,102281.2,0,Thursday
2018-01-04T18:00:00Z,41.761,29.414,24.805,25.172,20.398,4.3,263.54,5.4,91.1,0.81,102314,0,Thursday
2018-01-04T21:00:00Z,53.522,37.876,32.327,33.322,28.586,4.3,305.911,4.7,87.1,0.13,102327.4,0,Thursday
2018-01-05T00:00:00Z,78.22,55.55,47.537,36.625,33.719,4.5,348.307,5.3,83.4,0.03,102487.8,40,Friday
2018-01-05T03:00:00Z,46.874,33.147,27.847,16.28,10.303,6.1,232.52,5.2,66.9,0,102590.6,289.4,Friday
2018-01-05T06:00:00Z,52.401,37.385,31.995,17.618,10.946,7,254.614,5.5,58.5,0,102397.7,246.4,Friday
2018-01-05T09:00:00Z,103.094,74.108,64.257,37.358,34.592,5.2,399.651,3.5,60.2,0,102430.2,0.4,Friday
2018-01-05T12:00:00Z,216.631,155.985,135.632,81.082,65.664,3.9,742.136,3.2,66.2,0,102584.5,0,Friday
2018-01-05T15:00:00Z,276.784,198.816,172.668,126.873,74.103,1.6,1011.263,2.1,78.4,0,102582.4,0,Friday
2018-01-05T18:00:00Z,290.227,207.623,179.874,137.102,71.813,2.1,1113.977,2.7,79.7,0,102596.2,0,Friday
2018-01-05T21:00:00Z,244.441,174.299,150.628,90.799,61.73,3,957.144,3.6,74,0,102596.3,0,Friday
2018-01-06T00:00:00Z,251.737,179.492,155.098,73.506,51.922,3.3,945.317,2.1,75.3,0,102640.2,73.1,Saturday
2018-01-06T03:00:00Z,67.198,47.666,40.583,17.911,16.518,6.8,327.696,3.2,62.7,0,102564.7,290,Saturday
2018-01-06T06:00:00Z,42.14,29.75,24.883,11.529,7.878,7.8,249.932,3.2,59.2,0,102267.1,195.9,Saturday
2018-01-06T09:00:00Z,75.096,53.69,45.918,28.646,25.151,7,345.917,1.5,66.7,0,102270.1,0.5,Saturday
2018-01-06T12:00:00Z,93.807,67.035,57.475,37.697,36.429,7.3,413.243,2.2,75.7,0.05,102230.6,0,Saturday
2018-01-06T15:00:00Z,67.163,47.518,40.16,35.218,28.771,7.4,358.539,3.2,90.2,0.77,102143.8,0,Saturday
2018-01-06T18:00:00Z,63.277,44.58,37.568,35.117,30.362,7.9,365.165,3.3,92,0.94,102057.2,0,Saturday
2018-01-06T21:00:00Z,50.01,35.11,29.286,24.787,21.802,8.8,313.878,3.8,90.4,0.05,101822.2,0,Saturday
2018-01-07T00:00:00Z,43.971,30.939,25.717,20.195,17.303,9.5,286.227,2.5,92.8,0.39,101790.7,11.5,Sunday
2018-01-07T03:00:00Z,140.374,100.685,87.111,44.414,43.92,11.1,512.574,2.5,89.9,0.12,101708.1,58.7,Sunday
2018-01-07T06:00:00Z,243.951,174.41,150.912,65.025,61.7,10.5,858.156,2.8,96,0.45,101417.9,33.3,Sunday
2018-01-07T09:00:00Z,267.675,191.164,165.451,74.484,63.97,5.8,1167.701,5.2,92.9,0.67,101577.1,0.1,Sunday
2018-01-07T12:00:00Z,189.792,136.129,118.115,75.967,66.865,4.4,1230.81,5.4,90.7,0.01,101726.4,0,Sunday
2018-01-07T15:00:00Z,138.514,99.22,86.043,71.654,59.364,3.6,955.806,5,90.2,0,101748.8,0,Sunday
2018-01-07T18:00:00Z,120.509,86.256,74.779,72.349,59.874,3,918.957,6.6,86.8,0.03,101877.4,0,Sunday
2018-01-07T21:00:00Z,125.886,89.995,77.967,69.764,59.19,2,966.909,5.9,88.2,0.09,101812.7,0,Sunday
2018-01-08T00:00:00Z,142.996,102.276,88.664,69.412,57.533,1.7,1120.604,6.7,86.1,0.02,101840.1,28.5,Monday
2018-01-08T03:00:00Z,129.735,92.72,80.299,48.673,48.26,3.1,897.912,6.9,75.6,0,102025.5,135.8,Monday
2018-01-08T06:00:00Z,155.456,110.904,95.696,38.405,32.97,4,767.056,7.4,60.7,0.03,101859.5,166,Monday
2018-01-08T09:00:00Z,193.973,138.482,119.533,48.169,43.625,4.2,916.237,6.1,58,0,101993.3,1.4,Monday
2018-01-08T12:00:00Z,260.045,185.717,160.479,70.463,85.829,1.4,1315.733,5.9,70.7,0,102254.2,0,Monday
2018-01-08T15:00:00Z,263.03,188.116,160.61,71.719,86.325,-1.2,1135.572,6.1,67.6,0,102467,0,Monday
2018-01-08T18:00:00Z,200.293,144.045,121.385,79.171,67.668,-2.5,807.11,5.7,66.4,0,102510.3,0,Monday
2018-01-08T21:00:00Z,166.664,119.983,101.305,78.796,55.674,-3.2,676.13,4.5,67.9,0,102536.9,0,Monday
2018-01-09T00:00:00Z,181.084,130.088,110.861,72.881,42.669,-2.5,704.389,4.7,71,0,102663.6,137.6,Tuesday
2018-01-09T03:00:00Z,81.39,58.237,50.168,46.524,27.712,3.3,510.372,5.9,43.7,0,102544.3,576.3,Tuesday
2018-01-09T06:00:00Z,44.052,31.546,27.33,24.607,16.433,5,311.254,6.8,32.7,0,102361.9,479.7,Tuesday
2018-01-09T09:00:00Z,79.758,57.376,49.848,41.787,42.422,2.8,435.494,4.2,46.2,0,102367,3.7,Tuesday
2018-01-09T12:00:00Z,115.799,83.417,72.087,61.893,60.894,0.4,546.25,3.1,50.3,0,102399.9,0,Tuesday
2018-01-09T15:00:00Z,112.28,80.571,69.472,67.907,60.642,1.2,570.241,5.5,58.8,0,102498.7,0,Tuesday
2018-01-09T18:00:00Z,147.441,105.455,90.511,81.321,62.757,0,717.282,5.4,59.8,0,102590.5,0,Tuesday
2018-01-09T21:00:00Z,199.827,142.929,122.427,93.573,59.761,-1.5,910.652,4.2,70.1,0,102641.6,0,Tuesday
2018-01-10T00:00:00Z,253.093,181.193,155.264,91.553,51.951,-1.3,1080.506,4.4,73.3,0,102868.7,135.1,Wednesday
2018-01-10T03:00:00Z,168.925,120.865,103.554,53.86,36.633,3.7,743.816,5.4,43.3,0,102909.4,572.8,Wednesday
2018-01-10T06:00:00Z,92.153,65.934,56.625,31.805,23.481,5,470.052,6.4,29.6,0,102678.8,481.1,Wednesday
2018-01-10T09:00:00Z,109.299,78.428,67.869,45.571,50.857,2.6,555.201,2.6,40.2,0,102806.8,4.2,Wednesday
2018-01-10T12:00:00Z,193.914,139.259,120.839,85.199,75.277,-0.2,884.95,3.3,46.8,0,102885.9,0,Wednesday
2018-01-10T15:00:00Z,280.772,201.42,174.821,138.119,82.817,-1.7,1229.414,2.5,56.2,0,103045.7,0,Wednesday
2018-01-10T18:00:00Z,297.694,212.639,184.18,147.289,81.194,-2.6,1345.621,3.1,70.6,0,103116.7,0,Wednesday
2018-01-10T21:00:00Z,307.396,219.079,189.571,129.283,72.385,-3.8,1395.606,2.6,82.8,0,103101,0,Wednesday
2018-01-11T00:00:00Z,333.155,237.56,205.632,98.81,61.289,-2.1,1434.484,2.7,77.4,0,103273.7,137.3,Thursday
2018-01-11T03:00:00Z,63.973,45.551,39.073,23.512,17.892,3.9,346.359,3,33.3,0,103346.9,575.6,Thursday
2018-01-11T06:00:00Z,76.719,54.814,47.261,28.074,19.939,5.1,368.818,4,31.1,0,103073.2,482.4,Thursday
2018-01-11T09:00:00Z,135.525,97.391,84.543,52.73,60.092,2,586.691,2.5,47.9,0,103169.8,6.2,Thursday
2018-01-11T12:00:00Z,263.059,189.475,164.913,101.054,72.1,-0.5,1034.115,2.9,65.5,0,103303,0,Thursday
2018-01-11T15:00:00Z,136.99,98.031,84.785,57.525,50.074,-0.9,490.485,3.6,62.7,0,103506.1,0,Thursday
2018-01-11T18:00:00Z,138.025,98.407,85.08,80.539,49.05,-3.2,553.829,4.3,42.7,0,103506.4,0,Thursday
2018-01-11T21:00:00Z,174.281,124.048,107.229,91.138,44.082,-4.3,716.229,3.5,64,0,103526.8,0,Thursday
2018-01-12T00:00:00Z,187.594,133.592,115.451,72.696,36.417,-2.8,743.002,3.6,63.7,0,103641.3,138.2,Friday
2018-01-12T03:00:00Z,84.096,59.636,50.805,28.685,18.377,1.1,385.436,3.7,50.4,0,103672.7,573.1,Friday
2018-01-12T06:00:00Z,69.62,49.588,42.519,23.194,14.935,2.2,326.558,3.5,42.2,0,103402.6,487.6,Friday
2018-01-12T09:00:00Z,160.191,115.38,100.323,56.654,52.438,-0.6,576.462,1.6,55.3,0,103415.3,7.2,Friday
2018-01-12T12:00:00Z,495.05,357.36,311.449,142.076,54.196,-3.7,1864.954,2.6,66.7,0,103468.6,0,Friday
2018-01-12T15:00:00Z,638.624,459.387,399.639,248.501,80.828,-5,2813.705,1.9,65.2,0,103516.7,0,Friday
2018-01-12T18:00:00Z,633.492,453.631,393.677,283.637,80.876,-6.1,3026.315,1.7,63.6,0,103445,0,Friday
2018-01-12T21:00:00Z,697.502,497.967,431.454,196.908,91.86,-6.1,3718.675,0.3,60.2,0,103357.8,0,Friday
2018-01-13T00:00:00Z,800.433,571.883,495.698,104.229,121.556,-4.2,4830.811,0.3,62.1,0,103444.4,144.1,Saturday
2018-01-13T03:00:00Z,110.774,79.125,68.544,35.235,35.457,3.9,591.081,1,28.2,0,103495.2,595,Saturday
2018-01-13T06:00:00Z,110.131,78.642,68.128,33.697,34.301,5.9,498.86,1.6,28,0,103261.3,486.7,Saturday
2018-01-13T09:00:00Z,184.97,132.84,115.457,54.901,64.867,1.5,720.747,2.4,57.2,0,103202.6,7.6,Saturday
2018-01-13T12:00:00Z,181.675,130.494,113.429,63.758,59.665,-0.2,791.005,2.2,68.7,0,103185.7,0,Saturday
2018-01-13T15:00:00Z,133.855,95.738,83.028,76.278,54.024,1.8,714.019,2.9,71.6,0,103164,0,Saturday
2018-01-13T18:00:00Z,118.955,84.644,73.2,85.47,53.342,1.7,678.409,2.4,82.3,0,103030.2,0,Saturday
2018-01-13T21:00:00Z,111.111,78.986,68.242,69.051,52.344,0.1,601.375,2.2,91.8,0,102946.5,0,Saturday
2018-01-14T00:00:00Z,122.84,87.62,75.791,53.203,41.536,3.6,577.436,3.2,85.3,0,102909.4,120.3,Sunday
2018-01-14T03:00:00Z,43.639,30.266,24.255,12.623,8.301,11.2,203.444,4.5,53.3,0,102742.4,530.5,Sunday
2018-01-14T06:00:00Z,40.712,28.133,22.164,11.695,7.34,12.1,185.281,4.4,51.6,0,102407,469.2,Sunday
2018-01-14T09:00:00Z,188.391,135.685,117.61,59.899,52.854,7.8,588.238,2.1,75.3,0,102426.1,8.7,Sunday
2018-01-14T12:00:00Z,314.944,226.94,197.355,99.907,47.531,3.8,1169.61,2.2,91.9,0,102500.2,0,Sunday
2018-01-14T15:00:00Z,185.786,132.99,115.162,116.011,54.435,2.3,852.365,3.1,94.1,0,102516.8,0,Sunday
2018-01-14T18:00:00Z,353.504,251.793,217.811,216.11,55.543,1.7,1724.026,3.2,95.8,0,102480.5,0,Sunday
2018-01-14T21:00:00Z,426.003,302.892,261.808,144.406,65.683,3.1,2396.172,1.9,97.6,0,102408.7,0,Sunday
2018-01-15T00:00:00Z,466.971,333.003,288.314,80.652,75.353,3.1,2748.925,0.6,97.9,0,102516.8,130.5,Monday
2018-01-15T03:00:00Z,89.776,63.842,54.664,22.041,29.163,13,483.443,1,69.2,0,102457.7,545.2,Monday
2018-01-15T06:00:00Z,43.412,30.592,25.343,13.106,10.33,14.2,223.318,3.2,64.6,0,102114.5,457.3,Monday
2018-01-15T09:00:00Z,115.363,82.897,71.562,35.85,38.283,9,424.38,2.6,88,0,102135.5,10.2,Monday
2018-01-15T12:00:00Z,74.487,53.277,45.649,32.165,30.034,8.1,339.841,3.3,96.1,0,102143.8,0,Monday
2018-01-15T15:00:00Z,86.158,61.26,52.283,45.16,38.262,8.6,384.726,2.7,96.4,0,102048,0,Monday
2018-01-15T18:00:00Z,81.048,57.365,48.958,48.437,41.231,9.2,393.799,2.4,96.2,0,101849.5,0,Monday
2018-01-15T21:00:00Z,91.629,64.874,55.47,49.568,49.023,10.9,446.853,2.8,96.1,0,101622,0,Monday
2018-01-16T00:00:00Z,163.969,116.818,100.719,62.304,52.415,10.8,705.399,2.2,98.1,0,101674.2,52.9,Tuesday
2018-01-16T03:00:00Z,147.349,104.556,89.355,50.728,45.036,13,502.163,2.9,89.6,0.02,101591.3,255,Tuesday
2018-01-16T06:00:00Z,187.451,133.197,114.591,47.61,52.563,14.2,596.558,3.8,76.8,0,101346.8,305.5,Tuesday
2018-01-16T09:00:00Z,306.323,218.292,188.687,66.669,91.005,11.3,959.88,3.7,87.5,0,101351.7,8.6,Tuesday
2018-01-16T12:00:00Z,391.889,280.408,243.091,100.654,80.669,9.8,1256.782,3.8,89,0,101560.2,0,Tuesday
2018-01-16T15:00:00Z,322.974,230.974,200.141,119.367,73.602,8.5,1141.586,3.5,95.3,0.19,101675.8,0,Tuesday
2018-01-16T18:00:00Z,256.095,183.344,159.021,140.22,82.85,7.6,1536.73,3.1,97.1,0.03,101706.9,0,Tuesday
2018-01-16T21:00:00Z,277.16,197.602,170.829,109.784,81.868,7,1584.15,2.6,95.8,0,101804.1,0,Tuesday
2018-01-17T00:00:00Z,190.047,134.887,115.404,53.307,63.431,6.6,879.177,3.5,92.9,0,101941.9,100.5,Wednesday
2018-01-17T03:00:00Z,82.316,58.163,48.747,18.674,16.632,9.6,376.528,1.6,77.4,0,102026,420.3,Wednesday
2018-01-17T06:00:00Z,92.336,65.565,55.466,21.421,17.211,11.7,383.891,1.9,68.6,0,101927,339.5,Wednesday
2018-01-17T09:00:00Z,123.581,88.442,75.811,34.531,32.897,9.4,482.161,2.8,75.8,0,102018.2,7.3,Wednesday
2018-01-17T12:00:00Z,174.93,125.973,108.952,55.407,56.214,7.1,698.293,2.1,88.1,0,102134.6,0,Wednesday
2018-01-17T15:00:00Z,140.811,100.847,86.452,52.151,51.777,5.8,631.427,1.4,94.3,0,102245,0,Wednesday
2018-01-17T18:00:00Z,169.818,120.912,103.938,83.118,68.996,5.8,825.255,1.4,97.8,0,102340.9,0,Wednesday
2018-01-17T21:00:00Z,167.301,118.949,102.185,62.188,69.063,6.5,839.865,2.1,94.6,0,102232.6,0,Wednesday
2018-01-18T00:00:00Z,135.108,96.27,82.143,33.349,36.891,6.7,621.571,2.9,87.4,0,102362,76.8,Thursday
2018-01-18T03:00:00Z,78.116,55.564,46.728,13.4,7.407,9.4,443.953,3.7,67.5,0,102468.9,374.7,Thursday
2018-01-18T06:00:00Z,91.596,65.495,55.334,14.649,7.935,9.9,568.283,3.5,67.2,0,102334.5,231.3,Thursday
2018-01-18T09:00:00Z,97.295,69.985,59.229,20.956,16.133,7.4,716.157,3.4,76,0,102416.7,3.7,Thursday
2018-01-18T12:00:00Z,129.601,93.328,78.929,36.696,31.324,6.6,860.495,3,77.4,0.03,102517.9,0,Thursday
2018-01-18T15:00:00Z,173.95,124.805,107.153,76.26,66.105,7.2,1179.995,2.4,76.7,0,102543.4,0,Thursday
2018-01-18T18:00:00Z,198.752,142.066,121.909,88.893,73.165,7,1339.721,2.4,80.7,0,102439.8,0,Thursday
2018-01-18T21:00:00Z,209.987,150.023,128.468,74.046,71.089,7.3,1354.491,2.5,80.4,0,102406.4,0,Thursday
2018-01-19T00:00:00Z,207.159,148.579,126.503,45.578,47.91,7.4,1185.838,2.4,81.4,0,102517.2,15.4,Friday
2018-01-19T03:00:00Z,100.993,72.66,61.151,17.803,11.367,8.2,785.594,1.8,82.3,0.07,102522.1,111.5,Friday
2018-01-19T06:00:00Z,116.919,84.195,71.092,21.176,14.573,10,764.507,2.1,74.9,0.06,102243.1,113,Friday
2018-01-19T09:00:00Z,156.688,113.334,96.167,34.672,30.428,7.9,812.897,2.2,85.2,0,102277.6,3,Friday
2018-01-19T12:00:00Z,219.331,158.881,135.757,65.873,59.135,7.3,995.872,2.3,86.8,0,102400.4,0,Friday
2018-01-19T15:00:00Z,289.182,208.482,178.953,114.849,61.958,6.9,1342.545,1,88.6,0,102321.9,0,Friday
2018-01-19T18:00:00Z,257.18,184.692,157.947,114.118,55.298,6.8,1209.312,2.1,88.2,0.03,102331.6,0,Friday
2018-01-19T21:00:00Z,183.835,132.007,112.169,69.268,53.36,6.7,862.669,2.7,83.6,0,102215.9,0,Friday
2018-01-20T00:00:00Z,140.068,100.908,85.346,41.751,42.673,7,637.18,2.9,78.8,0,102365,27,Saturday
2018-01-20T03:00:00Z,102.013,74.472,60.928,14.721,8.534,7.7,369.316,2.8,75.3,0,102412.4,107.4,Saturday
2018-01-20T06:00:00Z,98.45,71.647,58.943,14.201,8.827,8.6,396.898,2.7,68.9,0,102158.3,94.4,Saturday
2018-01-20T09:00:00Z,103.371,75.132,63.311,28.893,25.809,7.3,436.909,2.3,80.2,0.06,102230.1,2.9,Saturday
2018-01-20T12:00:00Z,125.459,90.579,78.151,52.263,48.16,6.7,604.141,2,85.2,0.03,102362.1,0,Saturday
2018-01-20T15:00:00Z,155.435,111.449,96.243,81.927,59.526,5.1,796.006,2,92.2,0,102295.4,0,Saturday
2018-01-20T18:00:00Z,160.782,114.664,98.767,87.031,62.256,3.9,859.088,2,94.1,0,102315.2,0,Saturday
2018-01-20T21:00:00Z,148.889,105.999,91.246,69.649,60.653,4.8,831.551,2.5,93.8,0,102194.2,0,Saturday
2018-01-21T00:00:00Z,103.761,74.112,63.8,38.918,43.308,6.9,581.855,2.9,87.6,0,102261.6,56.1,Sunday
2018-01-21T03:00:00Z,35.908,25.792,21.664,12.54,7.658,9.3,301.747,3.6,74.5,0,102201.1,118.1,Sunday
2018-01-21T06:00:00Z,62.782,45.493,37.549,14.085,9.561,9,317.333,3.4,76.6,0.05,101904.5,64.3,Sunday
2018-01-21T09:00:00Z,113,82.262,68.509,27.85,26.331,7.6,424.858,4,89.5,0.55,101831.4,2.7,Sunday
2018-01-21T12:00:00Z,147.238,107.026,89.7,42.784,43.654,7.4,541.509,4.3,88.7,1.27,101841.7,0,Sunday
2018-01-21T15:00:00Z,90.076,65.182,53.189,27.863,23.189,5.3,393.207,3.7,88.2,2.09,101869,0,Sunday
2018-01-21T18:00:00Z,89.856,64.472,53.972,45.536,38.761,4.3,473.547,4.3,92.7,1.41,101939.2,0,Sunday
2018-01-21T21:00:00Z,179.499,128.323,109.63,94.965,68.457,2.9,863.733,1.3,95,0,101829.6,0,Sunday
2018-01-22T00:00:00Z,466.926,333.866,288.427,99.035,68.221,2.7,2171.956,2.2,96.2,0,102058,131.5,Monday
2018-01-22T03:00:00Z,123.287,88.356,74.173,31.223,38.742,8.5,504.907,4,71.8,0,102100,524.2,Monday
2018-01-22T06:00:00Z,114.554,82.236,68.754,28.595,29.389,11.5,493.249,3.9,54.8,0,101793.2,471.1,Monday
2018-01-22T09:00:00Z,189.757,136.834,116.82,58.04,69.459,8.1,735.331,2.8,77.9,0,101927,23.7,Monday
2018-01-22T12:00:00Z,487.949,352.343,305.257,113.476,70.706,6.1,1743.183,2,81.4,0,102004.2,0,Monday
2018-01-22T15:00:00Z,399.005,287.009,247.721,105.1,71.963,5,1738.857,2.7,94.6,0,102113.6,0,Monday
2018-01-22T18:00:00Z,288.875,206.645,175.882,86.163,71.67,3.3,1632.811,1.7,96.2,0,102182.5,0,Monday
2018-01-22T21:00:00Z,214.228,152.633,129.267,62.113,54.775,5.1,1377.796,2.6,91.3,0,102086.5,0,Monday
2018-01-23T00:00:00Z,104.918,74.221,61.539,31.559,24.962,5.7,651.721,5.1,78.5,0,102400.5,43.8,Tuesday
2018-01-23T03:00:00Z,91.663,64.194,50.883,16.415,8.208,5.9,380.24,5.8,70.2,0,102496.2,195.8,Tuesday
2018-01-23T06:00:00Z,94.14,65.945,52.342,14.907,7.657,5.4,345.61,5.5,67.8,0,102370.4,178.3,Tuesday
2018-01-23T09:00:00Z,91.457,64.538,51.632,18.675,12.93,4.3,357.86,4.5,67,0,102459.3,10.6,Tuesday
2018-01-23T12:00:00Z,101.701,72.485,59.356,28.306,21.085,3.7,415.64,4.5,64.5,0,102650.3,0,Tuesday
2018-01-23T15:00:00Z,88.13,62.647,51.671,32.508,22.446,3.3,415.901,5.5,66.6,0,102723.6,0,Tuesday
2018-01-23T18:00:00Z,82.575,58.534,48.901,40.284,27.521,2.2,506.267,4.9,64.1,0,102715.6,0,Tuesday
2018-01-23T21:00:00Z,79.4,56.21,47.471,40.615,30.515,0.5,505.75,4.9,67.1,0,102738.1,0,Tuesday
2018-01-24T00:00:00Z,83.566,59.245,50.422,34.276,24.205,1.2,420.607,5.4,60.1,0,102949.3,138.7,Wednesday
2018-01-24T03:00:00Z,31.599,21.736,17.06,11.156,4.759,3.3,220.987,5.9,50.8,0,102904.1,522.7,Wednesday
2018-01-24T06:00:00Z,22.344,15.149,11.305,8.019,4.279,3.3,191.068,6.2,52,0,102686.7,291.8,Wednesday
2018-01-24T09:00:00Z,26.421,18.114,13.888,11.549,9.432,2,206.796,5.8,56.9,0,102737.2,6.7,Wednesday
2018-01-24T12:00:00Z,29.073,19.85,15.132,13.442,11.027,2.1,216.046,5,62.9,0.08,102838.3,0,Wednesday
2018-01-24T15:00:00Z,43.488,29.853,23.188,20.792,16.587,2.1,249.67,4.5,67.9,0.14,102839.8,0,Wednesday
2018-01-24T18:00:00Z,60.435,42.046,34.239,31.226,24.215,1.9,300.079,4.9,73.7,0.26,102854.4,0,Wednesday
2018-01-24T21:00:00Z,49.82,34.456,27.659,24.684,20.667,1.8,280.102,4.3,76.5,0.42,102809.9,0,Wednesday
2018-01-25T00:00:00Z,45.865,31.837,25.595,19.809,17.476,2,257.774,5,82.2,0.26,102909.3,19.7,Thursday
2018-01-25T03:00:00Z,45.812,31.952,25.775,15.787,12.647,2.2,236.021,5.6,88,0.5,102862.1,81,Thursday
2018-01-25T06:00:00Z,42.414,29.435,23.305,15.05,12.286,2,230.918,6.5,85.1,0.44,102690.4,67.4,Thursday
2018-01-25T09:00:00Z,42.823,29.555,23.035,16.625,14.121,1.3,234.348,6.5,85.7,0.72,102765.7,3.8,Thursday
2018-01-25T12:00:00Z,46.197,31.928,25.116,20.499,17.279,1.4,240.456,6.3,83.3,0.71,102888.3,0,Thursday
2018-01-25T15:00:00Z,48.954,33.765,26.692,24.531,19.309,1.1,250.963,5.5,86.6,0.56,103020.9,0,Thursday
2018-01-25T18:00:00Z,54.069,37.465,30.261,29.733,23.662,0.8,289.319,5.4,83.2,0.14,103076.1,0,Thursday
2018-01-25T21:00:00Z,51.033,35.141,27.926,24.952,20.951,0.5,285.955,5.8,70.5,0.06,103142.5,0,Thursday
2018-01-26T00:00:00Z,53.876,36.987,28.936,21.655,15.812,0.6,272.095,6.2,64.9,0,103278.6,70.7,Friday
2018-01-26T03:00:00Z,35.121,23.072,15.716,9.17,4.489,1.2,194.13,6.4,58.4,0,103339.2,227.5,Friday
2018-01-26T06:00:00Z,34.781,22.909,15.652,9.254,5.042,1.1,188.844,6.2,56.2,0,103107.2,192.6,Friday
2018-01-26T09:00:00Z,55.373,38.317,30.097,20.104,16.537,0.1,239.479,4.7,62.7,0,103130.9,13.3,Friday
2018-01-26T12:00:00Z,85.932,60.664,50.329,36.365,32.11,0.3,327.641,4.5,67.1,0,103137.8,0,Friday
2018-01-26T15:00:00Z,102.697,72.494,60.666,50.338,39.2,0.8,385.887,3.7,65.3,0,103138.7,0,Friday
2018-01-26T18:00:00Z,135.029,95.473,80.954,76.384,46.091,0.4,523.997,3.7,74.3,0.13,103063.3,0,Friday
2018-01-26T21:00:00Z,129.676,91.388,77.165,61.763,44.337,0.3,512.317,3.7,79.4,0.1,102957.5,0,Friday
2018-01-27T00:00:00Z,112.526,79.413,66.965,41.762,35.193,2.1,449.866,2.3,74.5,0.02,102877.3,56.8,Saturday
2018-01-27T03:00:00Z,78.193,55.039,45.648,25.857,17.43,4.1,336.591,4.6,64.4,0.03,102809.7,129.1,Saturday
