validdate;pm10:ugm3;pm2p5:ugm3;pm1:ugm3;so2:ugm3;no2:ugm3;t_2m:C;co:ugm3;wind_speed_10m:ms;relative_humidity_2m:p;precip_1h:mm;sfc_pressure:Pa;global_rad:W
2018-07-01T12:00:00Z;99.798;72.323;60.841;70.923;75.265;27.7;856.341;1.7;86.2;0.02;99667.9;0.0
2018-07-01T15:00:00Z;149.268;108.424;92.215;117.539;73.337;27.1;1420.103;1.4;91.1;0.00;99745.4;0.0
2018-07-01T18:00:00Z;156.097;113.364;97.189;128.788;76.499;26.6;1535.969;1.0;91.3;0.10;99628.8;0.0
2018-07-01T21:00:00Z;134.538;97.671;84.101;87.658;64.166;26.1;1332.506;1.1;92.7;0.84;99626.8;0.0
2018-07-02T00:00:00Z;76.975;55.423;47.822;33.684;36.650;27.4;583.532;1.8;86.4;0.86;99694.2;256.2
2018-07-02T03:00:00Z;63.218;45.286;39.141;18.061;14.061;29.3;345.908;1.8;83.9;0.03;99697.7;597.7
2018-07-02T06:00:00Z;64.714;46.285;39.990;17.483;13.667;31.1;338.678;0.7;72.4;0.10;99473.5;570.3
2018-07-02T09:00:00Z;67.563;48.297;41.744;21.728;16.779;29.8;360.891;0.9;76.8;1.36;99381.1;242.8
2018-07-02T12:00:00Z;91.213;65.694;56.858;56.761;68.561;28.5;675.362;0.9;88.0;0.11;99536.6;0.0
2018-07-02T15:00:00Z;115.296;83.332;71.725;81.302;79.511;27.7;887.789;1.0;91.0;0.00;99567.2;0.0
2018-07-02T18:00:00Z;134.086;97.028;83.672;102.798;75.789;26.9;1085.856;1.0;97.1;0.03;99468.7;0.0
2018-07-02T21:00:00Z;151.503;109.737;94.722;95.805;68.886;26.5;1281.126;1.0;96.7;0.13;99433.8;0.0
2018-07-03T00:00:00Z;114.434;82.389;71.001;41.227;49.945;28.3;801.122;1.6;86.9;0.19;99549.5;230.3
2018-07-03T03:00:00Z;79.378;56.797;48.946;19.618;25.958;28.9;468.144;1.2;83.4;1.15;99506.1;432.4
2018-07-03T06:00:00Z;68.841;49.150;42.295;19.218;17.447;30.1;396.241;0.6;78.3;0.55;99327.2;511.6
2018-07-03T09:00:00Z;64.899;46.339;39.884;21.855;17.181;30.7;395.243;1.7;76.2;0.20;99162.6;242.4
2018-07-03T12:00:00Z;82.899;59.759;51.819;56.161;65.511;28.1;715.806;1.1;92.3;0.41;99326.4;0.0
2018-07-03T15:00:00Z;98.366;71.054;61.704;80.953;81.321;27.5;909.762;1.1;91.9;0.03;99400.2;0.0
2018-07-03T18:00:00Z;106.303;76.812;66.686;98.636;78.079;27.3;979.798;1.6;93.3;0.00;99285.0;0.0
2018-07-03T21:00:00Z;107.405;77.587;67.351;80.668;66.417;27.3;991.011;2.5;95.2;0.00;99296.4;0.0
2018-07-04T00:00:00Z;71.515;51.302;44.270;27.509;39.499;28.9;522.757;3.1;91.8;0.32;99359.3;264.6
2018-07-04T03:00:00Z;70.106;50.019;42.903;20.532;17.325;32.6;367.715;3.8;73.0;0.09;99295.8;610.1
2018-07-04T06:00:00Z;59.640;42.388;36.018;15.061;8.417;32.5;280.671;3.5;72.3;0.32;99125.6;497.1
2018-07-04T09:00:00Z;57.117;40.726;34.721;24.264;24.416;30.9;333.339;1.3;80.4;1.36;99166.0;152.8
2018-07-04T12:00:00Z;83.288;59.926;51.685;54.254;63.009;29.2;675.248;4.3;90.5;0.09;99248.6;0.0
2018-07-04T15:00:00Z;58.750;42.329;36.605;50.215;58.662;28.5;553.903;1.6;90.6;0.13;99253.0;0.0
2018-07-04T18:00:00Z;71.180;51.447;44.633;77.416;70.531;27.7;712.712;2.0;95.4;1.25;99200.6;0.0
2018-07-04T21:00:00Z;101.919;73.827;64.225;88.199;61.660;27.0;1045.775;2.5;97.2;0.66;99223.7;0.0
2018-07-05T00:00:00Z;107.263;77.294;67.088;54.910;52.930;26.5;947.305;2.2;95.9;1.62;99330.1;55.2
2018-07-05T03:00:00Z;90.715;65.057;56.375;37.164;44.882;27.6;755.920;0.9;89.3;2.26;99408.1;142.4
2018-07-05T06:00:00Z;49.132;35.243;30.583;21.785;29.417;27.8;561.294;2.7;89.6;1.62;99338.3;140.1
2018-07-05T09:00:00Z;35.538;25.616;22.304;22.792;24.663;26.4;540.314;3.3;93.6;1.36;99347.3;70.8
2018-07-05T12:00:00Z;52.828;38.273;33.367;48.539;60.154;26.1;727.918;1.7;92.5;1.63;99437.9;0.0
2018-07-05T15:00:00Z;78.827;57.232;49.439;64.054;70.317;25.3;728.954;1.7;91.7;0.00;99622.0;0.0
2018-07-05T18:00:00Z;96.655;70.135;60.128;74.718;76.136;24.4;791.009;2.6;91.4;0.00;99581.3;0.0
2018-07-05T21:00:00Z;105.100;76.212;64.918;64.056;67.538;24.1;771.618;2.7;93.3;0.00;99565.0;0.0
2018-07-06T00:00:00Z;92.959;67.070;56.917;37.040;33.652;26.4;576.957;4.0;85.2;0.00;99650.5;234.3
2018-07-06T03:00:00Z;40.105;28.831;24.900;19.869;20.973;27.3;374.107;4.3;79.0;0.16;99662.2;337.9
2018-07-06T06:00:00Z;39.670;28.429;24.590;16.984;20.419;28.3;390.988;4.8;76.7;0.06;99541.6;377.5
2018-07-06T09:00:00Z;37.817;27.137;23.555;21.000;28.688;28.4;434.216;5.5;74.8;0.02;99492.8;211.6
2018-07-06T12:00:00Z;39.584;28.627;24.972;41.223;53.390;26.5;547.410;3.2;82.5;0.01;99578.2;0.0
2018-07-06T15:00:00Z;19.797;14.479;12.707;50.032;52.625;25.5;540.703;4.3;85.9;0.00;99779.8;0.0
2018-07-06T18:00:00Z;27.964;20.387;17.861;56.368;52.398;25.2;535.046;4.0;86.6;0.00;99723.8;0.0
2018-07-06T21:00:00Z;31.470;22.883;20.020;48.548;47.843;25.0;491.810;3.3;89.0;0.00;99696.3;0.0
2018-07-07T00:00:00Z;30.324;21.853;19.029;28.887;30.979;26.1;379.186;4.1;85.5;0.04;99794.9;181.1
2018-07-07T03:00:00Z;35.432;25.314;21.940;22.889;24.640;27.6;364.399;4.1;77.2;0.06;99883.9;368.1
2018-07-07T06:00:00Z;34.297;24.496;21.227;19.094;20.471;29.1;348.726;4.5;72.4;0.03;99760.4;434.0
2018-07-07T09:00:00Z;36.150;25.922;22.500;20.551;23.526;28.8;365.516;5.0;75.7;0.05;99651.6;219.6
2018-07-07T12:00:00Z;36.753;26.551;23.120;31.666;39.462;26.8;419.609;3.8;84.4;0.01;99745.3;0.0
2018-07-07T15:00:00Z;32.190;23.433;20.509;55.815;59.306;25.6;559.979;2.7;87.9;0.00;99927.7;0.0
2018-07-07T18:00:00Z;51.599;37.564;32.875;80.522;59.364;25.2;739.227;2.1;91.1;0.00;99853.3;0.0
2018-07-07T21:00:00Z;71.837;52.248;45.702;80.268;52.480;24.8;921.253;1.9;94.2;0.00;99838.1;0.0
2018-07-08T00:00:00Z;65.713;47.406;41.283;42.961;46.916;26.5;702.508;1.6;88.6;0.09;99950.6;185.1
2018-07-08T03:00:00Z;50.823;36.396;31.570;22.020;23.880;28.0;489.637;2.9;83.4;0.27;100000.2;446.3
2018-07-08T06:00:00Z;45.063;32.208;27.907;17.498;13.379;30.4;437.343;2.0;80.5;0.14;99836.1;548.1
2018-07-08T09:00:00Z;38.434;27.529;23.871;18.623;15.625;29.0;418.610;3.2;82.3;0.47;99805.5;230.3
2018-07-08T12:00:00Z;68.971;49.983;43.631;61.088;68.050;27.4;816.928;2.3;91.1;0.35;99945.7;0.0
2018-07-08T15:00:00Z;51.799;37.522;32.750;44.780;64.692;26.3;659.395;1.8;93.9;0.32;100073.1;0.0
2018-07-08T18:00:00Z;74.115;53.776;46.984;80.047;71.703;25.5;888.839;0.7;95.2;1.79;100001.7;0.0
2018-07-08T21:00:00Z;81.387;58.873;51.354;69.330;71.451;25.4;900.371;1.2;96.2;0.26;100024.8;0.0
2018-07-09T00:00:00Z;80.463;57.815;50.248;45.329;49.824;27.1;754.346;2.5;88.2;0.06;100186.1;201.0
2018-07-09T03:00:00Z;56.659;40.414;34.944;20.149;16.176;29.5;460.802;3.4;81.8;0.12;100219.6;577.0
2018-07-09T06:00:00Z;52.146;37.134;32.029;15.976;10.026;31.0;377.658;3.8;70.8;0.11;100110.2;528.2
2018-07-09T09:00:00Z;53.618;38.200;32.900;19.895;16.109;29.7;356.609;0.6;76.4;0.17;100046.6;192.4
2018-07-09T12:00:00Z;105.411;76.070;66.108;75.452;67.802;28.1;972.239;1.2;89.3;0.00;100135.6;0.0
2018-07-09T15:00:00Z;141.376;102.164;88.941;103.480;80.037;27.0;1341.286;1.6;94.9;0.00;100284.9;0.0
2018-07-09T18:00:00Z;144.171;104.165;90.650;113.706;81.573;26.9;1366.628;1.5;94.7;0.00;100210.1;0.0
2018-07-09T21:00:00Z;154.749;111.922;97.425;93.780;70.481;26.6;1494.104;1.4;97.2;0.00;100167.3;0.0
2018-07-10T00:00:00Z;127.544;91.684;79.437;51.103;61.510;29.0;1026.024;1.9;89.3;0.00;100276.1;332.8
2018-07-10T03:00:00Z;72.051;51.381;44.062;17.122;14.188;32.5;402.165;1.5;71.5;0.04;100220.2;739.0
2018-07-10T06:00:00Z;60.167;42.812;36.627;14.324;6.619;33.8;324.439;1.4;64.1;0.04;100087.2;657.2
2018-07-10T09:00:00Z;59.538;42.416;36.295;21.588;17.490;32.0;346.512;1.8;74.2;0.05;100020.5;267.5
2018-07-10T12:00:00Z;103.371;74.505;64.487;69.951;74.803;30.0;900.405;1.7;87.2;0.03;100111.9;0.0
2018-07-10T15:00:00Z;75.959;54.731;47.369;62.074;70.478;28.9;651.945;2.1;90.0;0.00;100138.9;0.0
2018-07-10T18:00:00Z;96.802;70.015;60.829;96.239;71.477;27.8;922.592;1.8;94.1;0.00;100033.9;0.0
2018-07-10T21:00:00Z;111.004;80.316;69.882;84.828;64.142;27.1;1075.707;2.0;94.3;0.00;99959.3;0.0
2018-07-11T00:00:00Z;94.879;68.189;59.101;41.884;51.693;29.3;752.207;2.5;85.0;0.00;100030.2;362.1
2018-07-11T03:00:00Z;56.945;40.663;35.041;17.024;11.728;32.9;391.998;2.9;69.3;0.00;99999.9;796.3
2018-07-11T06:00:00Z;39.834;28.368;24.353;12.074;6.144;34.6;292.639;4.4;61.7;0.00;99724.5;800.1
2018-07-11T09:00:00Z;35.267;25.052;21.332;16.685;12.724;34.1;291.167;4.8;63.4;0.00;99514.4;351.7
2018-07-11T12:00:00Z;49.866;35.683;30.486;41.808;49.275;30.9;450.247;3.3;77.9;0.00;99522.4;0.0
2018-07-11T15:00:00Z;43.661;31.345;26.854;44.494;50.231;29.4;420.912;4.3;76.8;0.00;99676.4;0.0
2018-07-11T18:00:00Z;46.781;33.572;28.621;52.701;55.101;27.9;446.605;3.6;83.5;0.00;99642.1;0.0
2018-07-11T21:00:00Z;51.215;36.715;31.131;49.087;52.036;27.4;476.458;4.1;83.2;0.00;99631.5;0.0
2018-07-12T00:00:00Z;49.686;35.343;29.651;29.948;32.665;28.9;372.086;4.8;74.6;0.00;99701.4;195.5
2018-07-12T03:00:00Z;47.471;33.690;28.471;21.637;23.402;27.5;297.031;5.1;79.2;0.22;99774.8;278.7
2018-07-12T06:00:00Z;33.578;23.969;20.682;15.762;13.955;29.0;255.362;4.1;75.3;0.11;99662.6;476.9
2018-07-12T09:00:00Z;43.876;31.306;27.004;18.657;19.444;30.2;306.078;3.5;71.2;0.16;99590.3;259.0
2018-07-12T12:00:00Z;51.466;36.846;31.785;34.564;38.621;28.3;398.528;3.1;83.8;0.04;99751.1;0.0
2018-07-12T15:00:00Z;51.644;37.040;31.971;44.757;44.212;27.3;432.405;5.5;85.6;0.12;99941.4;0.0
2018-07-12T18:00:00Z;61.974;44.635;38.718;65.927;58.509;26.5;590.889;3.6;88.7;0.02;99917.0;0.0
2018-07-12T21:00:00Z;75.782;54.617;47.440;67.860;59.018;26.2;725.039;1.9;91.4;0.00;99940.7;0.0
2018-07-13T00:00:00Z;73.446;52.590;45.469;38.123;36.692;28.3;568.209;3.6;82.5;0.01;100046.6;332.6
2018-07-13T03:00:00Z;28.877;20.547;17.648;14.333;8.330;30.8;289.042;5.3;70.3;0.00;100081.9;779.6
2018-07-13T06:00:00Z;33.309;23.627;20.182;11.646;6.054;32.2;245.603;5.0;65.4;0.05;99975.3;735.9
2018-07-13T09:00:00Z;40.782;28.969;24.763;17.467;12.940;32.2;273.942;3.4;66.7;0.03;99806.4;309.1
2018-07-13T12:00:00Z;75.932;54.564;47.118;59.767;67.840;29.7;672.500;1.8;84.2;0.01;99967.2;0.0
2018-07-13T15:00:00Z;85.061;61.117;52.702;73.150;70.919;29.0;742.596;2.4;87.2;0.00;100067.5;0.0
2018-07-13T18:00:00Z;81.518;58.638;50.682;80.724;67.821;28.5;727.918;2.6;86.9;0.00;99992.0;0.0
2018-07-13T21:00:00Z;87.312;62.859;54.437;73.479;61.212;27.6;788.168;2.1;89.9;0.00;100012.1;0.0
2018-07-14T00:00:00Z;76.180;54.507;46.993;38.803;38.962;29.9;572.002;2.4;80.2;0.00;100088.4;353.4
2018-07-14T03:00:00Z;42.675;30.309;25.947;13.903;8.255;32.7;244.845;3.5;66.8;0.02;100113.6;766.2
2018-07-14T06:00:00Z;31.997;22.719;19.474;11.303;5.617;33.2;196.840;3.1;62.9;0.06;99960.6;642.6
2018-07-14T09:00:00Z;30.237;21.524;18.492;16.443;11.807;31.8;214.327;2.5;71.0;0.12;99908.6;248.2
2018-07-14T12:00:00Z;75.475;54.521;47.415;66.376;60.522;29.7;720.277;2.7;85.8;0.00;99996.4;0.0
2018-07-14T15:00:00Z;63.861;46.077;40.052;64.189;61.649;29.2;601.073;1.8;86.1;0.00;100088.0;0.0
2018-07-14T18:00:00Z;68.037;49.121;42.732;80.022;61.848;28.1;675.932;1.9;93.4;0.00;100039.5;0.0
2018-07-14T21:00:00Z;85.252;61.611;53.636;79.961;56.591;27.4;860.617;1.8;95.4;0.00;100080.3;0.0
2018-07-15T00:00:00Z;72.193;51.810;44.902;41.550;41.160;30.2;607.646;2.8;78.0;0.00;100225.0;362.7
2018-07-15T03:00:00Z;35.568;25.245;21.610;13.695;8.549;33.0;229.496;2.9;63.6;0.00;100260.1;781.3
2018-07-15T06:00:00Z;33.680;23.855;20.384;11.886;5.895;34.1;199.731;2.3;58.5;0.00;100106.6;684.3
2018-07-15T09:00:00Z;40.471;28.734;24.629;17.450;13.182;32.6;242.982;3.1;67.2;0.04;99925.7;287.3
2018-07-15T12:00:00Z;62.322;44.720;38.671;45.309;55.637;30.4;509.343;2.6;77.6;0.00;100059.8;0.0
2018-07-15T15:00:00Z;70.728;50.912;44.074;66.655;70.177;28.9;654.258;2.6;77.4;0.00;100143.2;0.0
2018-07-15T18:00:00Z;83.891;60.431;52.307;86.405;73.066;27.9;807.391;2.8;84.6;0.00;100097.5;0.0
2018-07-15T21:00:00Z;88.200;63.506;54.955;72.552;64.444;27.4;857.258;2.8;86.5;0.00;100100.5;0.0
2018-07-16T00:00:00Z;80.512;57.611;49.564;40.964;44.928;29.5;665.542;3.5;79.0;0.00;100190.1;371.2
2018-07-16T03:00:00Z;44.253;31.058;25.798;14.730;9.231;33.1;244.713;4.0;58.1;0.00;100205.6;847.6
2018-07-16T06:00:00Z;37.642;26.365;21.824;11.616;5.992;34.5;192.780;2.9;51.3;0.00;100043.6;837.9
2018-07-16T09:00:00Z;40.490;28.524;23.862;18.007;13.818;33.9;233.649;3.6;54.3;0.00;99910.0;366.5
2018-07-16T12:00:00Z;81.139;58.229;50.013;63.029;69.266;30.7;715.370;2.8;74.0;0.00;99983.9;0.0
2018-07-16T15:00:00Z;51.775;37.033;31.726;42.626;44.945;29.9;414.382;4.3;71.8;0.00;100052.6;0.0
2018-07-16T18:00:00Z;51.318;36.742;31.461;54.879;54.625;28.4;443.854;3.2;75.6;0.00;100028.8;0.0
2018-07-16T21:00:00Z;64.686;46.408;39.858;59.941;61.095;27.8;586.047;3.1;77.9;0.00;100049.3;0.0
2018-07-17T00:00:00Z;61.319;43.673;37.221;36.488;34.212;29.4;467.770;4.0;76.4;0.00;100131.0;302.4
2018-07-17T03:00:00Z;45.267;31.906;26.734;18.905;12.446;32.3;285.560;3.2;61.5;0.00;100140.8;698.8
2018-07-17T06:00:00Z;35.949;25.273;21.096;13.406;6.420;34.3;212.958;2.6;51.5;0.00;99975.2;796.4
2018-07-17T09:00:00Z;33.862;23.939;20.177;18.787;14.067;34.2;234.864;3.0;51.7;0.00;99852.2;368.4
2018-07-17T12:00:00Z;61.565;44.276;38.217;54.263;66.189;31.2;602.574;3.5;74.3;0.00;99858.4;0.0
2018-07-17T15:00:00Z;44.057;31.777;27.588;52.252;57.172;30.3;501.473;4.0;76.1;0.00;99938.2;0.0
2018-07-17T18:00:00Z;59.547;43.098;37.533;82.260;71.072;28.6;700.536;2.1;83.1;0.00;99963.4;0.0
2018-07-17T21:00:00Z;72.059;52.164;45.464;74.972;63.998;27.7;836.754;2.2;87.2;0.00;100043.7;0.0
2018-07-18T00:00:00Z;57.545;41.413;35.976;38.720;42.595;30.2;602.754;3.0;76.0;0.00;100116.0;367.3
2018-07-18T03:00:00Z;29.916;21.269;18.227;13.733;9.503;33.9;228.872;2.2;58.9;0.00;100114.5;807.7
2018-07-18T06:00:00Z;25.076;17.774;15.179;11.392;5.602;35.4;185.974;2.7;51.3;0.00;99967.0;775.0
2018-07-18T09:00:00Z;29.767;21.192;18.191;17.791;13.422;34.6;232.553;3.8;56.3;0.00;99821.1;349.5
2018-07-18T12:00:00Z;50.023;35.944;31.131;42.672;50.438;31.4;457.267;3.6;72.2;0.00;99841.4;0.0
2018-07-18T15:00:00Z;58.017;41.687;36.093;52.302;56.316;30.5;501.979;4.0;72.5;0.00;100007.1;0.0
2018-07-18T18:00:00Z;67.158;48.387;41.963;74.684;72.488;28.9;646.183;2.7;79.5;0.00;99975.3;0.0
2018-07-18T21:00:00Z;85.831;61.968;53.846;76.855;65.969;27.5;870.003;1.9;87.7;0.00;100044.2;0.0
2018-07-19T00:00:00Z;71.070;51.014;44.161;39.562;44.669;30.6;631.582;2.7;73.3;0.00;100139.7;370.6
2018-07-19T03:00:00Z;32.558;23.097;19.687;13.251;9.086;34.3;215.762;3.0;54.0;0.00;100109.4;830.8
2018-07-19T06:00:00Z;25.741;18.218;15.477;10.676;5.322;35.4;170.996;2.5;50.1;0.00;99957.6;803.5
2018-07-19T09:00:00Z;30.602;21.750;18.586;16.897;12.250;34.7;212.456;3.8;53.6;0.00;99813.3;357.3
2018-07-19T12:00:00Z;53.549;38.488;33.269;45.630;55.223;31.5;480.223;2.6;72.2;0.00;99864.2;0.0
2018-07-19T15:00:00Z;47.319;34.128;29.637;51.875;57.770;30.9;498.379;3.8;70.0;0.00;99973.5;0.0
2018-07-19T18:00:00Z;56.652;40.937;35.641;72.960;68.646;29.8;606.994;3.5;73.5;0.00;99919.6;0.0
2018-07-19T21:00:00Z;79.808;57.733;50.318;79.397;59.363;28.4;847.342;2.0;81.0;0.00;99945.4;0.0
2018-07-20T00:00:00Z;73.147;52.592;45.668;44.313;44.920;30.8;664.792;2.5;72.8;0.00;100005.7;365.7
2018-07-20T03:00:00Z;38.224;27.102;23.124;14.668;10.352;34.3;247.938;2.6;54.5;0.00;99996.7;814.1
2018-07-20T06:00:00Z;34.133;24.095;20.399;11.300;5.643;35.7;193.720;2.5;48.8;0.00;99837.5;799.8
2018-07-20T09:00:00Z;35.195;24.880;21.080;15.931;11.224;35.5;216.868;2.9;47.0;0.00;99757.5;364.9
2018-07-20T12:00:00Z;72.289;52.000;44.914;60.402;66.906;31.6;668.039;2.6;70.3;0.00;99793.7;0.0
2018-07-20T15:00:00Z;71.651;51.565;44.569;67.761;69.878;30.7;675.035;2.5;72.1;0.00;99867.8;0.0
2018-07-20T18:00:00Z;88.256;63.725;55.311;96.732;75.527;29.0;899.039;1.9;80.9;0.00;99843.9;0.0
2018-07-20T21:00:00Z;120.664;87.275;75.911;92.037;64.552;28.2;1262.773;1.6;88.1;0.00;99848.5;0.0
2018-07-21T00:00:00Z;96.207;69.098;59.806;45.514;56.667;31.1;854.206;2.7;74.5;0.00;99900.2;361.5
2018-07-21T03:00:00Z;46.303;32.842;27.910;15.020;10.491;34.9;286.410;2.3;53.5;0.00;99904.8;797.8
2018-07-21T06:00:00Z;40.176;28.426;24.058;12.317;5.916;36.1;231.944;2.0;48.6;0.00;99766.6;772.6
2018-07-21T09:00:00Z;45.092;31.967;27.060;16.350;11.411;35.8;251.529;2.3;48.7;0.00;99621.1;350.5
2018-07-21T12:00:00Z;93.867;67.569;58.204;69.506;74.170;32.4;813.843;2.2;68.4;0.00;99726.2;0.0
2018-07-21T15:00:00Z;91.436;66.027;57.102;84.722;73.698;30.9;861.600;3.1;67.8;0.00;99801.8;0.0
2018-07-21T18:00:00Z;95.202;68.676;59.323;84.863;72.548;30.2;885.424;2.6;71.5;0.00;99746.7;0.0
2018-07-21T21:00:00Z;98.198;70.829;61.122;72.171;56.418;28.8;890.651;2.1;82.0;0.00;99762.0;0.0
2018-07-22T00:00:00Z;84.921;60.853;52.246;39.520;39.048;30.3;619.049;3.0;72.6;0.00;99840.9;358.0
2018-07-22T03:00:00Z;80.302;56.728;47.412;16.891;12.117;33.3;291.240;2.9;59.5;0.00;99859.2;779.1
2018-07-22T06:00:00Z;67.376;47.531;39.623;12.850;6.295;34.9;246.881;3.0;50.6;0.00;99643.2;735.7
2018-07-22T09:00:00Z;53.024;37.482;31.358;15.050;10.085;34.3;237.190;4.1;52.9;0.00;99552.5;324.6
2018-07-22T12:00:00Z;75.330;54.038;46.240;57.579;63.994;31.9;590.926;2.8;62.8;0.00;99676.9;0.0
2018-07-22T15:00:00Z;67.719;48.709;41.875;64.335;59.180;30.4;574.756;3.8;68.6;0.00;99773.1;0.0
2018-07-22T18:00:00Z;67.450;48.623;41.941;70.879;61.549;28.9;617.086;2.7;77.3;0.00;99667.7;0.0
2018-07-22T21:00:00Z;77.090;55.638;48.073;66.973;56.782;27.7;727.940;2.4;82.9;0.00;99687.8;0.0
2018-07-23T00:00:00Z;71.941;51.552;44.244;37.161;37.043;29.4;536.868;3.2;72.8;0.00;99826.3;359.7
2018-07-23T03:00:00Z;40.539;28.597;23.774;15.452;10.276;33.2;233.519;2.4;52.6;0.00;99803.4;826.4
2018-07-23T06:00:00Z;32.378;22.685;18.593;12.318;5.433;34.9;184.859;2.4;48.3;0.00;99625.7;807.9
2018-07-23T09:00:00Z;34.392;24.175;19.974;15.051;9.001;34.7;203.021;2.4;48.3;0.00;99549.9;348.3
2018-07-23T12:00:00Z;92.739;66.774;57.357;78.168;59.162;31.5;870.001;1.4;68.2;0.00;99622.8;0.0
2018-07-23T15:00:00Z;168.741;122.197;105.753;140.163;58.692;30.0;1697.852;1.5;79.4;0.00;99786.3;0.0
2018-07-23T18:00:00Z;212.914;154.335;133.876;166.223;69.695;29.8;2231.618;0.9;80.7;0.00;99761.8;0.0
2018-07-23T21:00:00Z;220.408;159.602;138.390;122.107;65.547;28.6;2263.899;1.3;90.7;0.00;99805.1;0.0
2018-07-24T00:00:00Z;135.011;96.882;83.220;53.402;71.479;30.9;1107.150;0.9;78.3;0.00;99929.4;342.2
2018-07-24T03:00:00Z;77.445;54.717;45.954;17.882;14.989;34.0;334.234;1.9;59.3;0.00;99911.2;765.5
2018-07-24T06:00:00Z;64.478;45.483;38.211;13.685;6.358;35.4;261.309;1.5;52.3;0.00;99770.3;755.6
2018-07-24T09:00:00Z;63.645;44.921;37.825;16.934;10.590;35.7;264.253;1.2;47.8;0.00;99626.1;331.5
2018-07-24T12:00:00Z;108.738;77.871;66.767;66.812;72.130;33.1;802.998;1.8;63.5;0.00;99815.2;0.0
2018-07-24T15:00:00Z;91.027;65.272;56.123;76.331;76.712;31.7;754.915;2.0;75.6;0.00;99893.8;0.0
2018-07-24T18:00:00Z;114.374;82.191;70.845;109.572;74.060;30.5;970.324;1.8;79.7;0.00;99817.8;0.0
2018-07-24T21:00:00Z;121.143;87.091;75.043;91.275;59.485;30.0;1029.855;2.0;83.2;0.00;99819.4;0.0
2018-07-25T00:00:00Z;83.369;59.558;50.663;41.958;39.459;31.9;591.252;3.3;68.1;0.00;99972.0;327.1
2018-07-25T03:00:00Z;41.642;29.422;24.234;14.271;7.400;34.2;232.912;3.9;59.9;0.03;100027.0;727.7
2018-07-25T06:00:00Z;35.727;25.226;20.876;12.016;5.660;35.0;206.926;3.1;54.6;0.03;99891.0;667.4
2018-07-25T09:00:00Z;35.105;24.827;20.658;14.998;9.557;34.9;220.802;2.7;53.3;0.00;99779.8;282.3
2018-07-25T12:00:00Z;62.035;44.429;37.705;50.864;58.262;32.9;512.735;3.0;64.3;0.00;99906.1;0.0
2018-07-25T15:00:00Z;67.763;48.634;41.501;60.908;64.569;31.7;593.106;2.2;73.0;0.00;99972.4;0.0
2018-07-25T18:00:00Z;85.124;61.271;52.668;88.201;73.169;30.8;789.872;1.6;78.9;0.00;99910.5;0.0
2018-07-25T21:00:00Z;101.244;72.946;62.973;84.937;61.196;30.1;952.681;1.5;83.1;0.00;99956.4;0.0
2018-07-26T00:00:00Z;88.876;63.637;54.770;46.703;47.795;32.2;706.785;2.2;69.7;0.00;100129.6;281.5
2018-07-26T03:00:00Z;43.846;31.095;26.426;15.933;10.227;33.9;283.520;3.6;59.5;0.03;100167.8;610.5
2018-07-26T06:00:00Z;35.664;25.261;21.441;12.282;5.939;35.7;231.033;4.0;49.8;0.01;99922.8;646.9
2018-07-26T09:00:00Z;38.441;27.281;23.140;17.429;12.642;35.7;262.414;3.6;48.1;0.00;99802.9;298.7
2018-07-26T12:00:00Z;65.385;46.869;40.247;48.510;54.369;32.8;551.456;2.9;67.5;0.00;99987.2;0.0
2018-07-26T15:00:00Z;74.972;53.858;46.317;65.879;71.173;31.6;675.333;3.1;74.2;0.00;99969.5;0.0
2018-07-26T18:00:00Z;89.547;64.430;55.504;88.668;81.135;30.8;821.499;1.9;78.3;0.00;99900.3;0.0
2018-07-26T21:00:00Z;102.354;73.753;63.671;85.110;67.599;29.6;969.136;2.5;84.3;0.00;99955.5;0.0
2018-07-27T00:00:00Z;79.572;57.028;49.004;43.107;46.897;30.9;666.244;3.6;76.9;0.00;100118.5;246.1
2018-07-27T03:00:00Z;38.636;27.428;23.178;16.077;10.633;34.4;286.811;2.7;58.2;0.03;100109.1;682.4
2018-07-27T06:00:00Z;36.092;25.568;21.600;13.710;6.260;34.7;247.442;1.7;55.1;0.45;99969.3;603.9
2018-07-27T09:00:00Z;40.570;28.776;24.324;17.674;11.898;32.5;273.735;3.9;64.2;0.22;99933.4;233.9
2018-07-27T12:00:00Z;65.087;46.682;40.022;50.137;59.271;31.6;558.172;2.4;71.1;0.00;100012.9;0.0
2018-07-27T15:00:00Z;77.398;55.405;47.074;51.493;54.660;30.2;543.441;2.9;75.6;0.00;100155.6;0.0
2018-07-27T18:00:00Z;78.237;56.050;47.624;56.737;56.106;29.3;547.487;2.9;84.6;0.23;100063.1;0.0
2018-07-27T21:00:00Z;87.463;62.761;53.482;61.609;60.825;28.3;652.596;3.3;91.4;0.26;100043.2;0.0
2018-07-28T00:00:00Z;101.818;72.883;62.113;49.690;46.797;29.2;697.780;4.2;87.2;0.01;100174.7;98.8
2018-07-28T03:00:00Z;90.434;64.273;54.085;27.079;25.360;30.2;439.763;3.4;81.6;0.10;100150.9;198.0
2018-07-28T06:00:00Z;77.915;55.225;46.229;21.631;16.499;32.3;350.800;2.7;69.6;0.00;100001.4;296.8
2018-07-28T09:00:00Z;72.377;51.302;42.978;22.645;15.671;32.3;336.842;2.3;69.2;0.10;99941.1;176.4
