validdate;pm10:ugm3;pm2p5:ugm3;pm1:ugm3;so2:ugm3;no2:ugm3;t_2m:C;co:ugm3;wind_speed_10m:ms;relative_humidity_2m:p;precip_1h:mm;sfc_pressure:Pa;global_rad:W
2018-01-01T00:00:00Z;273.588;196.637;164.329;72.278;69.328;5.5;1664.579;3.9;62.2;0.00;102036.5;32.7
2018-01-01T03:00:00Z;216.537;156.150;128.388;45.136;51.234;9.2;1227.184;4.3;52.3;0.00;102081.1;214.2
2018-01-01T06:00:00Z;184.680;133.848;109.112;38.235;40.903;10.4;1018.465;3.5;49.8;0.00;101789.5;106.8
2018-01-01T09:00:00Z;274.055;198.149;165.909;67.844;66.966;9.1;1332.590;1.9;60.3;0.00;101751.3;4.1
2018-01-01T12:00:00Z;322.552;232.575;196.561;94.694;65.293;8.2;1609.828;2.3;67.6;0.00;101875.5;0.0
2018-01-01T15:00:00Z;429.489;308.117;262.443;175.204;66.751;7.8;2282.103;1.3;74.7;0.00;101947.1;0.0
2018-01-01T18:00:00Z;558.744;398.430;340.963;263.550;76.001;7.5;3278.391;0.9;79.2;0.00;101945.5;0.0
2018-01-01T21:00:00Z;581.575;413.841;354.262;195.067;77.912;7.6;3660.558;1.6;77.7;0.00;101843.5;0.0
2018-01-02T00:00:00Z;603.276;429.259;367.743;118.410;74.995;7.2;3880.042;1.9;76.8;0.00;101978.7;15.6
2018-01-02T03:00:00Z;409.447;292.585;248.645;68.850;72.256;8.8;2274.401;2.5;73.2;0.00;102067.5;64.8
2018-01-02T06:00:00Z;367.195;263.885;222.710;59.552;67.756;9.4;1842.539;2.0;66.9;0.03;101878.6;48.9
2018-01-02T09:00:00Z;354.902;257.375;213.810;59.352;63.512;7.5;1555.181;5.1;78.4;0.06;101905.3;3.7
2018-01-02T12:00:00Z;386.469;284.006;228.392;61.345;61.711;6.3;1408.609;6.3;78.8;0.08;102133.1;0.0
2018-01-02T15:00:00Z;314.768;235.150;181.857;60.895;55.855;5.5;1148.661;6.4;86.7;0.16;102297.5;0.0
2018-01-02T18:00:00Z;198.888;148.570;115.368;59.371;55.841;5.8;983.058;6.0;86.3;0.16;102326.2;0.0
2018-01-02T21:00:00Z;184.010;137.094;106.804;53.056;55.462;5.3;947.194;5.3;90.8;0.40;102333.3;0.0
2018-01-03T00:00:00Z;169.010;125.719;98.319;43.892;46.724;5.6;826.860;5.3;92.6;0.20;102405.8;4.0
2018-01-03T03:00:00Z;122.141;89.816;72.454;33.711;33.424;5.9;610.219;5.5;91.8;0.64;102507.9;30.1
2018-01-03T06:00:00Z;102.937;74.553;62.456;30.910;33.182;5.6;595.570;6.3;91.6;0.71;102269.3;30.4
2018-01-03T09:00:00Z;81.235;58.453;50.323;33.143;36.783;3.3;612.775;6.5;94.2;0.67;102342.3;3.0
2018-01-03T12:00:00Z;86.091;61.798;53.294;38.861;37.112;2.5;593.709;6.6;93.8;0.80;102360.0;0.0
2018-01-03T15:00:00Z;85.513;61.143;52.659;48.118;38.154;1.4;585.559;6.8;96.1;0.89;102469.4;0.0
2018-01-03T18:00:00Z;70.926;50.565;43.610;47.948;38.658;1.1;542.524;5.9;96.0;1.15;102329.3;0.0
2018-01-03T21:00:00Z;68.950;49.039;42.333;46.558;38.253;0.8;531.836;5.5;96.4;1.35;102191.8;0.0
2018-01-04T00:00:00Z;84.037;59.758;51.617;46.868;36.508;0.8;571.119;5.3;95.3;1.32;102184.0;3.7
2018-01-04T03:00:00Z;92.254;65.783;56.924;44.104;31.066;0.5;618.060;4.8;94.6;1.79;102310.1;37.9
2018-01-04T06:00:00Z;84.590;60.595;52.587;41.815;33.646;0.1;634.015;4.6;95.0;1.48;102016.9;50.9
2018-01-04T09:00:00Z;107.219;76.872;66.743;47.193;46.396;-0.4;727.617;4.8;92.5;0.58;102129.4;6.9
2018-01-04T12:00:00Z;108.957;78.173;67.899;53.578;49.207;-0.8;796.405;4.4;88.1;0.17;102318.7;0.0
2018-01-04T15:00:00Z;105.678;75.690;65.684;61.018;50.128;-1.7;791.376;3.7;88.1;0.00;102380.3;0.0
2018-01-04T18:00:00Z;116.283;83.019;71.905;67.810;49.017;-2.8;787.418;3.7;90.1;0.00;102364.5;0.0
2018-01-04T21:00:00Z;136.718;97.427;84.279;70.227;47.308;-2.5;836.256;3.9;90.5;0.00;102330.1;0.0
2018-01-05T00:00:00Z;160.864;114.612;99.118;63.603;43.022;-2.6;889.560;3.0;89.7;0.00;102394.3;26.8
2018-01-05T03:00:00Z;159.605;113.803;98.469;53.466;38.419;-1.1;888.531;2.9;86.5;0.00;102481.9;280.9
2018-01-05T06:00:00Z;168.933;120.504;104.309;48.446;44.923;1.0;885.039;1.6;81.2;0.00;102114.8;321.3
2018-01-05T09:00:00Z;234.268;167.367;145.022;62.962;73.787;0.1;1107.538;2.3;85.2;0.00;102066.7;30.3
2018-01-05T12:00:00Z;288.279;206.048;178.586;84.005;82.224;-0.0;1362.091;3.0;89.8;0.00;102108.7;0.0
2018-01-05T15:00:00Z;260.337;185.720;160.788;89.464;76.118;-0.2;1282.512;3.4;89.2;0.00;102122.3;0.0
2018-01-05T18:00:00Z;258.714;184.208;159.318;102.740;69.332;-0.0;1356.894;3.5;91.5;0.38;102008.4;0.0
2018-01-05T21:00:00Z;228.908;162.874;140.827;89.578;64.508;0.6;1366.956;3.5;91.8;0.00;101833.1;0.0
2018-01-06T00:00:00Z;226.594;161.197;139.373;72.860;57.386;0.6;1372.354;3.6;92.3;0.03;101861.0;7.0
2018-01-06T03:00:00Z;239.642;170.716;147.707;57.575;53.169;2.1;1349.066;2.9;87.7;0.17;101898.6;67.8
2018-01-06T06:00:00Z;241.735;172.514;149.398;52.383;56.548;2.6;1304.547;3.1;87.1;0.30;101633.8;58.2
2018-01-06T09:00:00Z;213.639;152.717;132.340;52.058;62.065;1.5;1186.484;4.2;89.6;0.09;101620.2;5.1
2018-01-06T12:00:00Z;172.675;123.592;107.143;55.786;64.180;0.2;1120.558;4.8;85.7;0.02;101771.9;0.0
2018-01-06T15:00:00Z;149.569;106.986;92.732;64.243;74.259;-0.2;1189.215;4.3;82.0;0.03;101812.9;0.0
2018-01-06T18:00:00Z;138.694;99.091;85.856;70.264;81.384;-0.4;1318.396;3.8;83.7;0.01;101854.1;0.0
2018-01-06T21:00:00Z;180.677;128.867;111.515;68.057;86.044;-0.7;1430.588;4.4;83.8;0.02;101747.3;0.0
2018-01-07T00:00:00Z;193.970;138.298;119.612;60.143;76.453;-0.7;1363.242;4.5;85.0;0.09;101875.7;7.4
2018-01-07T03:00:00Z;153.388;109.476;94.736;50.765;57.958;0.1;1234.925;4.3;79.3;0.03;101969.6;95.2
2018-01-07T06:00:00Z;129.517;92.583;80.173;45.679;50.846;0.9;1084.547;4.1;74.2;0.00;101712.2;132.9
2018-01-07T09:00:00Z;177.634;127.007;109.992;53.705;66.469;1.0;1133.650;3.7;73.0;0.00;101758.8;23.2
2018-01-07T12:00:00Z;263.435;188.229;162.977;77.955;78.499;0.1;1372.253;3.8;78.5;0.00;101907.3;0.0
2018-01-07T15:00:00Z;273.324;194.976;168.696;101.242;76.725;-1.8;1406.982;1.5;87.1;0.00;102104.3;0.0
2018-01-07T18:00:00Z;345.824;245.829;212.389;160.473;73.673;-0.9;1821.791;2.5;83.9;0.00;102249.1;0.0
2018-01-07T21:00:00Z;290.005;205.960;177.884;113.888;69.916;-2.1;1644.514;3.6;79.0;0.00;102263.7;0.0
2018-01-08T00:00:00Z;220.186;156.546;135.107;69.055;58.586;-1.6;1355.211;3.5;72.4;0.00;102467.0;29.6
2018-01-08T03:00:00Z;173.800;124.223;105.716;45.500;35.612;3.0;969.968;4.7;51.3;0.00;102542.7;470.4
2018-01-08T06:00:00Z;165.471;119.118;99.540;40.872;29.567;4.8;755.088;6.0;43.7;0.00;102362.1;487.6
2018-01-08T09:00:00Z;205.277;148.321;124.835;56.785;52.249;3.3;832.644;4.4;44.3;0.00;102415.0;54.1
2018-01-08T12:00:00Z;271.979;196.051;166.598;89.224;61.282;-0.5;1116.470;3.1;53.7;0.00;102577.4;0.0
2018-01-08T15:00:00Z;229.761;164.541;140.741;116.443;61.829;-2.9;1009.134;2.6;69.6;0.00;102612.5;0.0
2018-01-08T18:00:00Z;292.543;208.207;178.700;158.556;59.319;-3.2;1354.543;2.1;70.4;0.00;102591.5;0.0
2018-01-08T21:00:00Z;322.954;229.429;197.169;128.100;54.628;-2.5;1584.495;2.8;75.6;0.00;102506.5;0.0
2018-01-09T00:00:00Z;371.904;264.535;227.361;86.577;52.488;-2.3;1916.284;2.0;83.3;0.00;102649.2;50.3
2018-01-09T03:00:00Z;215.071;153.468;131.425;49.839;56.619;3.4;1308.651;3.7;62.9;0.00;102677.4;504.2
2018-01-09T06:00:00Z;203.066;145.242;124.377;43.830;46.633;7.8;1137.201;3.8;51.8;0.00;102337.9;502.2
2018-01-09T09:00:00Z;271.337;194.400;167.389;61.642;76.129;7.0;1380.454;2.7;56.9;0.00;102310.5;56.0
2018-01-09T12:00:00Z;362.151;259.225;224.045;93.705;92.315;2.8;1914.920;3.5;77.0;0.00;102516.7;0.0
2018-01-09T15:00:00Z;327.060;233.487;201.718;125.380;82.128;-0.3;1800.904;2.2;90.1;0.00;102661.7;0.0
2018-01-09T18:00:00Z;472.222;335.737;290.004;200.937;84.233;-1.5;2882.170;2.6;68.3;0.00;102736.7;0.0
2018-01-09T21:00:00Z;593.435;420.818;363.102;180.186;90.245;-3.4;4093.275;2.5;79.1;0.00;102690.6;0.0
2018-01-10T00:00:00Z;615.389;436.551;376.681;108.719;82.733;-2.1;4241.265;1.3;76.6;0.00;102902.0;51.6
2018-01-10T03:00:00Z;386.898;274.760;237.264;70.109;125.078;4.4;2954.681;3.3;49.8;0.00;102962.6;514.0
2018-01-10T06:00:00Z;306.612;218.172;188.550;55.505;124.727;7.9;2551.963;5.1;33.4;0.00;102750.3;512.8
2018-01-10T09:00:00Z;439.230;313.477;271.378;78.064;158.511;6.1;3158.942;3.4;38.1;0.00;102637.2;59.5
2018-01-10T12:00:00Z;654.726;467.644;405.145;124.518;152.694;0.1;4703.452;2.3;64.3;0.00;102728.8;0.0
2018-01-10T15:00:00Z;724.577;516.492;447.075;205.396;158.355;-2.0;5778.304;2.6;84.5;0.00;102855.1;0.0
2018-01-10T18:00:00Z;803.623;570.927;493.319;286.893;161.350;-1.7;7054.175;2.3;76.7;0.00;102798.2;0.0
2018-01-10T21:00:00Z;741.395;525.737;453.785;185.133;144.921;-1.9;6919.136;1.2;82.4;0.00;102782.3;0.0
2018-01-11T00:00:00Z;707.623;501.896;433.203;106.772;126.218;-2.2;6595.477;1.4;86.9;0.00;102938.8;51.2
2018-01-11T03:00:00Z;494.786;351.353;303.473;69.123;177.966;5.1;4971.636;1.2;50.3;0.00;103064.2;511.1
2018-01-11T06:00:00Z;335.163;238.504;206.171;53.781;144.161;9.0;3175.271;3.6;34.9;0.00;102841.0;511.1
2018-01-11T09:00:00Z;279.918;200.633;171.959;54.702;114.847;6.3;1843.385;4.3;42.8;0.00;102935.7;61.1
2018-01-11T12:00:00Z;324.282;233.912;198.458;70.107;108.490;0.1;1460.707;4.2;63.1;0.00;103129.2;0.0
2018-01-11T15:00:00Z;356.127;255.451;218.642;114.490;109.934;-1.5;1875.750;3.1;73.8;0.00;103219.2;0.0
2018-01-11T18:00:00Z;430.065;307.473;263.488;154.087;101.537;-3.0;2257.742;2.1;83.6;0.00;103154.5;0.0
2018-01-11T21:00:00Z;465.004;331.633;284.518;134.311;91.180;-3.0;2572.549;1.9;85.7;0.00;103126.9;0.0
2018-01-12T00:00:00Z;446.676;318.525;273.315;84.886;69.000;-1.6;2495.521;2.7;78.5;0.00;103226.1;51.8
2018-01-12T03:00:00Z;233.335;166.442;142.919;49.935;54.357;3.3;1535.143;3.9;50.7;0.00;103212.5;514.9
2018-01-12T06:00:00Z;167.364;119.534;102.795;40.618;37.355;6.9;1045.035;2.9;38.5;0.00;102848.9;514.1
2018-01-12T09:00:00Z;252.150;180.484;155.788;61.948;60.830;5.7;1277.117;1.7;49.1;0.00;102748.8;63.0
2018-01-12T12:00:00Z;312.308;223.418;193.004;86.018;65.204;1.6;1559.145;2.8;61.8;0.00;102783.6;0.0
2018-01-12T15:00:00Z;252.275;179.912;155.063;102.094;64.479;0.8;1249.479;2.9;65.4;0.00;102895.0;0.0
2018-01-12T18:00:00Z;223.732;159.077;136.771;101.760;61.850;-0.1;1111.677;3.5;66.3;0.00;102743.0;0.0
2018-01-12T21:00:00Z;225.046;159.811;137.358;85.551;58.790;-0.2;1142.804;3.8;67.9;0.00;102607.9;0.0
2018-01-13T00:00:00Z;235.429;167.284;143.949;65.086;52.998;0.6;1187.559;3.9;60.3;0.00;102742.9;36.0
2018-01-13T03:00:00Z;166.471;118.502;101.922;41.659;36.861;5.2;842.251;4.1;48.9;0.00;102812.9;343.4
2018-01-13T06:00:00Z;153.444;109.474;94.087;37.511;32.850;7.6;698.912;3.6;47.1;0.00;102389.0;295.1
2018-01-13T09:00:00Z;208.477;148.965;128.482;54.835;50.661;6.6;851.098;2.8;56.3;0.00;102329.5;27.2
2018-01-13T12:00:00Z;215.083;153.576;132.537;66.581;58.193;5.0;888.748;4.1;59.3;0.00;102343.6;0.0
2018-01-13T15:00:00Z;214.654;152.919;131.796;82.207;60.157;4.3;898.902;3.2;61.1;0.00;102337.7;0.0
2018-01-13T18:00:00Z;260.315;184.842;159.196;118.191;57.911;4.0;1138.169;3.8;59.8;0.00;102188.1;0.0
2018-01-13T21:00:00Z;335.738;237.925;204.898;123.438;54.557;1.5;1585.175;2.2;75.7;0.00;102103.0;0.0
2018-01-14T00:00:00Z;435.796;309.035;266.416;92.152;51.050;1.5;2181.228;1.9;80.8;0.00;102226.1;48.7
2018-01-14T03:00:00Z;299.812;213.046;183.539;54.303;66.504;8.3;1460.546;1.2;56.9;0.00;102255.4;487.7
2018-01-14T06:00:00Z;213.811;152.230;131.102;35.694;47.342;11.6;1005.260;2.6;43.6;0.00;101842.3;498.0
2018-01-14T09:00:00Z;304.623;217.465;187.946;69.950;74.090;10.0;1294.611;1.9;56.6;0.00;101764.3;64.3
2018-01-14T12:00:00Z;517.607;369.697;320.045;115.072;69.814;4.5;2445.623;2.6;69.2;0.00;101883.1;0.0
2018-01-14T15:00:00Z;340.336;242.318;209.389;129.128;73.342;4.3;1736.462;2.5;74.5;0.00;101883.4;0.0
2018-01-14T18:00:00Z;361.947;256.674;221.465;168.335;68.155;3.2;1915.928;2.5;83.1;0.00;101830.6;0.0
2018-01-14T21:00:00Z;382.947;271.105;233.755;133.058;63.030;3.0;2124.342;2.5;82.7;0.00;101742.9;0.0
2018-01-15T00:00:00Z;391.889;277.728;239.619;83.777;58.013;3.6;2221.316;3.1;80.5;0.00;101835.3;48.8
2018-01-15T03:00:00Z;241.436;171.341;147.918;46.560;60.004;9.8;1380.806;2.3;60.6;0.00;101828.2;460.2
2018-01-15T06:00:00Z;190.698;135.434;116.959;39.156;54.196;13.4;1026.396;1.7;48.5;0.00;101471.4;296.3
2018-01-15T09:00:00Z;392.553;280.080;242.556;77.017;77.537;11.0;1800.549;1.3;68.1;0.00;101410.8;19.8
2018-01-15T12:00:00Z;552.270;394.350;341.685;115.366;76.482;9.2;2857.829;1.3;69.1;0.00;101450.2;0.0
2018-01-15T15:00:00Z;572.836;408.099;353.160;182.184;90.981;8.4;3378.313;1.8;70.4;0.00;101514.0;0.0
2018-01-15T18:00:00Z;410.268;291.961;252.355;128.586;100.450;7.8;2661.720;2.2;73.9;0.06;101523.2;0.0
2018-01-15T21:00:00Z;299.970;213.414;184.292;82.511;110.968;6.0;2396.812;2.9;88.5;0.50;101455.2;0.0
2018-01-16T00:00:00Z;316.887;225.421;194.633;66.451;107.338;5.7;2585.232;3.0;91.4;0.14;101571.1;6.3
2018-01-16T03:00:00Z;324.221;230.894;199.271;51.368;79.395;6.1;2430.332;2.5;86.7;0.48;101648.4;117.3
2018-01-16T06:00:00Z;272.337;194.081;166.912;39.918;53.590;8.1;1777.050;0.9;76.1;0.06;101373.5;214.6
2018-01-16T09:00:00Z;303.282;216.749;186.322;58.051;72.969;8.4;1734.117;1.2;75.5;0.00;101362.3;47.5
2018-01-16T12:00:00Z;555.185;396.888;343.281;118.440;89.453;4.2;3138.280;2.0;92.5;0.00;101408.5;0.0
2018-01-16T15:00:00Z;481.099;343.122;296.305;157.502;88.637;2.6;3046.518;2.0;96.6;0.00;101554.8;0.0
2018-01-16T18:00:00Z;500.710;355.813;306.994;208.851;81.460;1.0;3303.939;2.9;98.8;0.00;101537.0;0.0
2018-01-16T21:00:00Z;463.177;328.512;283.305;152.046;70.915;1.8;3124.531;1.4;99.6;0.00;101410.7;0.0
2018-01-17T00:00:00Z;335.069;237.757;205.076;78.937;59.560;1.8;2425.327;1.6;98.4;0.00;101596.2;25.0
2018-01-17T03:00:00Z;218.290;154.888;133.465;51.052;60.880;4.1;1664.922;2.0;97.5;0.00;101745.6;248.9
2018-01-17T06:00:00Z;198.670;141.203;121.415;38.329;47.356;7.9;1431.787;2.2;79.1;0.00;101473.1;382.2
2018-01-17T09:00:00Z;242.192;172.765;148.434;50.579;64.308;9.0;1523.972;1.2;82.1;0.00;101420.7;69.6
2018-01-17T12:00:00Z;573.352;409.813;354.355;124.968;97.496;4.8;3238.325;2.1;90.4;0.00;101630.4;0.0
2018-01-17T15:00:00Z;438.204;312.313;269.497;147.097;105.495;3.6;2777.127;2.2;90.7;0.00;101707.9;0.0
2018-01-17T18:00:00Z;388.754;276.500;238.279;145.401;96.554;2.7;2588.391;2.0;92.1;0.00;101787.2;0.0
2018-01-17T21:00:00Z;378.736;269.170;231.827;121.525;90.650;2.2;2588.862;2.2;92.8;0.00;101758.8;0.0
2018-01-18T00:00:00Z;346.731;246.811;212.465;78.063;82.062;3.8;2391.482;2.1;90.4;0.00;101840.8;27.8
2018-01-18T03:00:00Z;268.824;192.213;164.833;44.716;51.115;6.7;1826.721;3.1;79.8;0.00;102013.3;116.4
2018-01-18T06:00:00Z;267.743;191.687;164.318;38.971;48.893;8.3;1805.722;2.8;75.7;0.00;101832.0;71.4
2018-01-18T09:00:00Z;307.563;220.263;189.211;46.755;64.875;6.6;2030.941;3.2;91.5;0.20;101897.0;5.4
2018-01-18T12:00:00Z;344.155;246.420;211.904;61.000;76.579;6.2;2279.296;3.3;92.0;0.26;101997.8;0.0
2018-01-18T15:00:00Z;323.383;231.356;198.894;60.185;63.247;6.0;2445.315;3.2;92.2;0.44;102119.1;0.0
2018-01-18T18:00:00Z;340.983;243.623;209.388;74.435;67.636;5.8;2647.208;2.8;93.0;0.07;102079.4;0.0
2018-01-18T21:00:00Z;372.811;266.318;228.561;68.383;62.435;5.5;2700.846;2.3;94.1;0.39;102077.9;0.0
2018-01-19T00:00:00Z;396.765;283.364;243.198;67.095;72.314;5.5;2774.630;2.6;93.4;0.28;102204.5;5.1
2018-01-19T03:00:00Z;426.771;304.980;261.528;54.156;63.487;6.1;2673.568;2.2;90.3;0.26;102273.7;113.8
2018-01-19T06:00:00Z;408.289;292.158;249.555;46.228;45.856;9.0;2202.843;2.2;73.7;0.01;101948.8;124.8
2018-01-19T09:00:00Z;426.761;306.057;261.266;61.845;70.336;7.6;2070.214;2.1;86.3;0.00;101902.5;13.9
2018-01-19T12:00:00Z;592.420;424.318;365.382;113.958;89.904;6.5;3361.656;2.1;92.7;0.00;101912.6;0.0
2018-01-19T15:00:00Z;552.807;395.525;339.910;161.462;91.220;4.5;3263.369;1.4;96.9;0.00;102009.0;0.0
2018-01-19T18:00:00Z;589.951;420.848;361.701;217.729;88.604;2.8;3792.800;2.1;98.6;0.00;101921.9;0.0
2018-01-19T21:00:00Z;632.113;450.193;386.721;176.954;87.298;3.1;4242.069;1.4;99.2;0.00;101838.5;0.0
2018-01-20T00:00:00Z;787.452;559.821;481.938;107.903;97.759;3.1;5807.211;1.1;99.0;0.00;101923.5;38.4
2018-01-20T03:00:00Z;391.172;280.748;237.915;55.895;75.017;5.5;2104.350;0.7;91.7;0.00;101972.0;373.3
2018-01-20T06:00:00Z;286.205;206.486;172.681;36.426;43.279;10.1;1360.463;0.9;68.6;0.00;101688.8;377.4
2018-01-20T09:00:00Z;343.623;247.876;209.482;65.766;83.639;9.5;1541.211;0.9;74.0;0.00;101696.1;42.4
2018-01-20T12:00:00Z;661.608;474.655;408.342;133.423;87.265;7.9;3417.767;2.0;86.6;0.00;101795.1;0.0
2018-01-20T15:00:00Z;553.768;396.374;340.254;176.694;97.947;6.8;3279.827;0.7;94.5;0.15;101839.6;0.0
2018-01-20T18:00:00Z;550.604;392.994;337.058;212.205;100.146;6.4;3454.174;1.0;96.5;0.13;101795.2;0.0
2018-01-20T21:00:00Z;615.632;438.017;376.014;183.258;97.680;6.1;4114.874;0.8;97.3;0.26;101610.4;0.0
2018-01-21T00:00:00Z;730.197;518.928;446.383;109.722;100.399;6.3;5186.170;2.3;95.0;0.33;101694.0;13.1
2018-01-21T03:00:00Z;571.522;407.089;349.516;78.836;116.361;7.9;3518.021;1.2;89.7;0.15;101778.5;97.4
2018-01-21T06:00:00Z;357.441;255.754;218.521;46.991;105.190;8.0;2081.754;2.2;92.6;0.83;101450.4;75.2
2018-01-21T09:00:00Z;338.447;242.735;207.529;62.597;99.123;8.0;1816.348;1.0;90.2;0.26;101489.1;34.0
2018-01-21T12:00:00Z;523.377;375.001;322.969;119.087;87.219;3.4;2778.379;2.5;96.8;0.00;101656.9;0.0
2018-01-21T15:00:00Z;597.496;426.822;368.123;191.146;88.098;3.3;3630.936;2.2;98.8;0.00;101715.8;0.0
2018-01-21T18:00:00Z;507.830;361.966;311.402;197.750;81.604;2.1;3192.961;2.4;99.8;0.00;101609.4;0.0
2018-01-21T21:00:00Z;383.122;273.112;234.102;129.225;67.393;2.9;2323.629;2.8;99.5;0.00;101723.9;0.0
2018-01-22T00:00:00Z;375.596;267.671;229.191;92.733;63.024;2.5;2115.996;1.4;98.2;0.00;101792.0;32.4
2018-01-22T03:00:00Z;243.720;173.516;148.418;55.822;68.068;5.0;1459.493;2.7;95.6;0.00;101739.8;304.9
2018-01-22T06:00:00Z;170.083;121.273;103.484;34.544;44.367;8.3;1068.363;2.1;79.8;0.00;101403.6;419.5
2018-01-22T09:00:00Z;211.594;151.172;129.452;53.111;70.185;9.2;1141.821;1.2;76.4;0.00;101425.4;84.2
2018-01-22T12:00:00Z;505.068;361.005;311.784;123.450;86.886;7.4;2599.220;1.3;78.8;0.00;101549.3;0.0
2018-01-22T15:00:00Z;463.712;330.498;285.226;165.465;95.352;4.5;2767.965;2.3;94.1;0.00;101625.0;0.0
2018-01-22T18:00:00Z;475.031;338.029;290.971;185.743;91.813;3.3;2919.271;2.3;95.4;0.00;101645.1;0.0
2018-01-22T21:00:00Z;418.738;298.514;256.174;121.650;80.215;3.1;2497.974;3.8;96.3;0.00;101757.1;0.0
2018-01-23T00:00:00Z;367.729;263.001;225.221;68.694;62.943;4.2;2053.358;5.7;86.4;0.00;101847.5;38.5
2018-01-23T03:00:00Z;322.187;230.440;197.311;50.871;47.221;6.9;1682.117;5.0;69.1;0.00;102024.3;334.8
2018-01-23T06:00:00Z;256.000;183.061;156.682;39.944;40.261;7.9;1426.317;5.2;61.4;0.00;101755.3;190.8
2018-01-23T09:00:00Z;282.979;202.383;173.407;46.378;58.169;5.3;1481.050;4.5;68.1;0.00;101794.8;15.4
2018-01-23T12:00:00Z;264.604;189.254;162.138;49.188;54.630;4.5;1188.788;4.6;70.2;0.00;101937.0;0.0
2018-01-23T15:00:00Z;219.863;157.052;134.836;58.310;48.686;3.2;1000.523;5.0;76.6;0.00;102089.4;0.0
2018-01-23T18:00:00Z;204.662;145.990;125.260;66.259;45.101;2.9;911.643;4.3;89.5;0.20;101969.3;0.0
2018-01-23T21:00:00Z;194.532;138.690;118.846;63.273;41.002;2.3;827.453;4.1;92.3;0.08;101975.3;0.0
2018-01-24T00:00:00Z;200.959;143.354;122.811;57.354;37.151;1.6;810.192;4.0;94.7;0.24;102090.0;8.7
2018-01-24T03:00:00Z;157.796;112.621;96.556;44.003;33.764;2.4;729.556;4.1;93.0;0.26;102045.5;73.6
2018-01-24T06:00:00Z;128.102;91.565;78.786;39.456;35.299;2.0;694.480;4.3;95.3;0.36;101748.4;50.7
2018-01-24T09:00:00Z;121.792;87.092;75.208;41.789;39.343;1.7;698.997;5.5;93.4;0.32;101718.6;7.4
2018-01-24T12:00:00Z;119.522;85.434;73.888;49.225;43.935;0.9;737.741;5.1;91.1;0.34;101819.1;0.0
2018-01-24T15:00:00Z;111.257;79.415;68.644;50.512;43.874;-0.0;660.976;5.2;88.5;0.54;102011.9;0.0
2018-01-24T18:00:00Z;101.546;72.333;62.443;52.725;42.130;-0.6;612.912;4.7;87.2;0.73;102026.1;0.0
2018-01-24T21:00:00Z;87.903;62.547;53.993;51.657;40.087;-0.9;565.279;4.3;90.6;0.76;101901.7;0.0
2018-01-25T00:00:00Z;84.283;59.962;51.767;45.236;36.725;-1.0;520.357;4.6;89.8;0.68;102096.8;5.1
2018-01-25T03:00:00Z;78.505;55.933;48.340;37.274;25.288;-1.5;475.955;6.1;89.4;0.93;102321.0;57.6
2018-01-25T06:00:00Z;74.585;53.289;46.151;33.801;24.381;-1.5;476.674;5.8;86.3;0.86;102149.5;83.7
2018-01-25T09:00:00Z;80.334;57.528;49.881;36.354;33.649;-2.5;532.841;5.9;86.2;0.37;102351.9;19.3
2018-01-25T12:00:00Z;83.208;59.611;51.701;41.990;41.853;-2.6;550.366;5.2;84.5;0.04;102618.0;0.0
2018-01-25T15:00:00Z;82.006;58.623;50.801;47.594;39.428;-2.9;523.104;5.1;85.2;0.07;102782.3;0.0
2018-01-25T18:00:00Z;91.045;64.854;56.087;53.810;39.188;-3.0;524.478;5.1;85.7;0.01;102789.3;0.0
2018-01-25T21:00:00Z;99.492;70.731;61.069;53.178;38.233;-3.5;537.347;4.1;86.2;0.00;102791.4;0.0
2018-01-26T00:00:00Z;111.597;79.321;68.459;49.136;31.514;-4.3;564.750;3.9;86.2;0.00;102894.8;50.7
2018-01-26T03:00:00Z;116.683;83.103;71.806;41.317;23.161;-0.6;556.109;3.1;71.0;0.00;102909.5;263.7
2018-01-26T06:00:00Z;123.939;88.394;76.430;37.366;25.797;-0.5;547.400;2.9;72.4;0.18;102614.1;156.6
2018-01-26T09:00:00Z;140.676;100.491;86.982;41.419;39.530;-0.5;595.463;3.9;73.9;0.12;102493.7;24.9
2018-01-26T12:00:00Z;179.869;128.447;111.181;57.895;58.247;-1.8;722.150;3.5;82.5;0.07;102563.9;0.0
2018-01-26T15:00:00Z;148.455;105.854;91.552;60.704;54.363;-2.5;691.666;3.2;88.7;0.31;102564.5;0.0
2018-01-26T18:00:00Z;156.576;111.365;96.217;74.678;56.263;-2.7;768.710;3.8;90.4;0.32;102409.1;0.0
2018-01-26T21:00:00Z;145.454;103.301;89.196;71.267;53.926;-2.9;788.373;3.2;92.4;1.15;102319.4;0.0
2018-01-27T00:00:00Z;148.023;105.162;90.827;62.140;44.491;-3.2;808.157;3.3;93.1;1.29;102383.2;12.9
2018-01-27T03:00:00Z;142.088;101.194;87.521;51.513;34.682;-2.3;787.735;2.2;88.3;1.05;102380.3;113.6
2018-01-27T06:00:00Z;131.610;93.963;81.365;45.686;34.694;-2.0;716.391;3.3;85.9;0.33;102105.4;120.8
2018-01-27T09:00:00Z;117.920;84.475;73.293;47.371;42.701;-2.7;676.237;3.4;87.2;0.41;102105.3;27.8
2018-01-27T12:00:00Z;128.476;92.034;79.858;56.896;47.935;-3.1;709.535;3.2;86.3;0.20;102284.1;0.0
